movie_title_imdb,Released_Year,Genre,IMDB_Rating,Meta_score,platform_imdb,movie_title_rt,tomatometer_rating,audience_rating,platform_rt,Gross_imdb
Edward Scissorhands,1990,"Drama, Fantasy, Romance",79.0,74.0,IMDb,Edward Scissorhands,90.0,91.0,Rotten Tomatoes,56362352.0
,,,,,,Edwin Boyd (Citizen Gangster),53.0,40.0,Rotten Tomatoes,
,,,,,,Eegah,0.0,22.0,Rotten Tomatoes,
Efter brylluppet,2006,Drama,77.0,78.0,IMDb,,,,,412544.0
,,,,,,Efter brylluppet (After the Wedding),88.0,87.0,Rotten Tomatoes,
,,,,,,Egg,100.0,38.0,Rotten Tomatoes,
,,,,,,Eid milad Laila (Laila's Birthday),80.0,65.0,Rotten Tomatoes,
,,,,,,Eight Below,73.0,79.0,Rotten Tomatoes,
,,,,,,Eight Legged Freaks,48.0,32.0,Rotten Tomatoes,
,,,,,,Eight Men Out,86.0,80.0,Rotten Tomatoes,
,,,,,,Eight Miles High!,47.0,54.0,Rotten Tomatoes,
,,,,,,Eighth Grade,99.0,82.0,Rotten Tomatoes,
,,,,,,Eisenstein In Guanajuato,61.0,51.0,Rotten Tomatoes,
,,,,,,Ejecta,40.0,15.0,Rotten Tomatoes,
,,,,,,EK MAIN AIR EKK TU,67.0,39.0,Rotten Tomatoes,
,,,,,,Eklavya,75.0,64.0,Rotten Tomatoes,
,,,,,,El artista y la modelo (The Artist and the Model),70.0,55.0,Rotten Tomatoes,
,,,,,,El Aura (The Aura),87.0,76.0,Rotten Tomatoes,
,,,,,,El Baño del Papa (The Pope's Toilet),88.0,79.0,Rotten Tomatoes,
,,,,,,El Bulli: Cooking In Progress,60.0,49.0,Rotten Tomatoes,
,,,,,,El Camino Christmas,40.0,39.0,Rotten Tomatoes,
,,,,,,El Camino: A Breaking Bad Movie,91.0,81.0,Rotten Tomatoes,
,,,,,,El Cantante,25.0,63.0,Rotten Tomatoes,
,,,,,,El Chicano,38.0,55.0,Rotten Tomatoes,
El cuerpo,2012,"Mystery, Thriller",76.0,79.0,IMDb,,,,,23530892.0
,,,,,,El Dorado,100.0,87.0,Rotten Tomatoes,
,,,,,,El Mariachi,93.0,76.0,Rotten Tomatoes,
,,,,,,El Nino Pez (The Fish Child),80.0,46.0,Rotten Tomatoes,
,,,,,,El Norte,86.0,82.0,Rotten Tomatoes,
El secreto de sus ojos,2009,"Drama, Mystery, Romance",82.0,80.0,IMDb,,,,,6391436.0
,,,,,,El Topo,79.0,84.0,Rotten Tomatoes,
El ángel exterminador,1962,"Drama, Fantasy",81.0,79.0,IMDb,,,,,23530892.0
,,,,,,Elaine Stritch: Shoot Me,99.0,79.0,Rotten Tomatoes,
,,,,,,Election,92.0,79.0,Rotten Tomatoes,
,,,,,,Electra Glide in Blue,60.0,75.0,Rotten Tomatoes,
,,,,,,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",91.0,81.0,Rotten Tomatoes,
,,,,,,Electric Man,20.0,55.0,Rotten Tomatoes,
,,,,,,Electric Slide,14.0,28.0,Rotten Tomatoes,
,,,,,,Electroma,60.0,73.0,Rotten Tomatoes,
,,,,,,Elegy,75.0,61.0,Rotten Tomatoes,
,,,,,,Elektra,11.0,29.0,Rotten Tomatoes,
,,,,,,Elektra Luxx,24.0,19.0,Rotten Tomatoes,
,,,,,,Elena,94.0,73.0,Rotten Tomatoes,
,,,,,,Elephant,73.0,79.0,Rotten Tomatoes,
,,,,,,Elephant Walk,60.0,50.0,Rotten Tomatoes,
,,,,,,Elevator to the Gallows (Ascenseur pour l'échafaud),93.0,91.0,Rotten Tomatoes,
,,,,,,Elf,84.0,79.0,Rotten Tomatoes,
,,,,,,Elf: Buddy's Musical Christmas,89.0,42.0,Rotten Tomatoes,
,,,,,,Elfie Hopkins,0.0,14.0,Rotten Tomatoes,
,,,,,,Eli,48.0,38.0,Rotten Tomatoes,
,,,,,,Elimination Game (Turkey Shoot),20.0,6.0,Rotten Tomatoes,
,,,,,,Elis,29.0,67.0,Rotten Tomatoes,
,,,,,,Elisa & Marcela,43.0,63.0,Rotten Tomatoes,
,,,,,,Elite Squad: The Enemy Within,93.0,91.0,Rotten Tomatoes,
,,,,,,Elizabeth,82.0,86.0,Rotten Tomatoes,
,,,,,,Elizabeth Harvest,52.0,40.0,Rotten Tomatoes,
,,,,,,Elizabeth: The Golden Age,34.0,59.0,Rotten Tomatoes,
,,,,,,Elizabethtown,28.0,66.0,Rotten Tomatoes,
,,,,,,Ella Enchanted,50.0,57.0,Rotten Tomatoes,
,,,,,,Elle,91.0,73.0,Rotten Tomatoes,
,,,,,,Elles,23.0,26.0,Rotten Tomatoes,
,,,,,,Ellie Parker,51.0,43.0,Rotten Tomatoes,
,,,,,,Elling,85.0,91.0,Rotten Tomatoes,
,,,,,,Eloise,11.0,17.0,Rotten Tomatoes,
,,,,,,Elsa & Fred,32.0,50.0,Rotten Tomatoes,
,,,,,,Elstree 1976,81.0,39.0,Rotten Tomatoes,
,,,,,,Elvira's Haunted Hills,67.0,46.0,Rotten Tomatoes,
,,,,,,"Elvira, Mistress of the Dark",50.0,65.0,Rotten Tomatoes,
,,,,,,Elvis & Nixon,77.0,57.0,Rotten Tomatoes,
,,,,,,Elvis from Outer Space,0.0,63.0,Rotten Tomatoes,
,,,,,,Elvis: That's the Way It Is,91.0,92.0,Rotten Tomatoes,
,,,,,,Elysium,65.0,58.0,Rotten Tomatoes,
,,,,,,Emanuel,100.0,98.0,Rotten Tomatoes,
,,,,,,Embrace Of The Serpent (El Abrazo De La Serpiente),96.0,84.0,Rotten Tomatoes,
,,,,,,Embrace of the Vampire,10.0,27.0,Rotten Tomatoes,
,,,,,,Emelie,88.0,41.0,Rotten Tomatoes,
,,,,,,Emergo (Apartment 143),17.0,22.0,Rotten Tomatoes,
,,,,,,Emma,85.0,77.0,Rotten Tomatoes,
,,,,,,Emma.,87.0,72.0,Rotten Tomatoes,
,,,,,,Emmanuel's Gift,82.0,85.0,Rotten Tomatoes,
,,,,,,Emmet Otter's Jug-Band Christmas,100.0,85.0,Rotten Tomatoes,
,,,,,,"Empathy, Inc.",85.0,88.0,Rotten Tomatoes,
,,,,,,Emperor,32.0,46.0,Rotten Tomatoes,
,,,,,,Emperor,77.0,68.0,Rotten Tomatoes,
,,,,,,Empire,21.0,62.0,Rotten Tomatoes,
,,,,,,Empire of the Ants,6.0,25.0,Rotten Tomatoes,
Empire of the Sun,1987,"Action, Drama, History",77.0,62.0,IMDb,Empire of the Sun,75.0,90.0,Rotten Tomatoes,22238696.0
,,,,,,Empire Records,29.0,84.0,Rotten Tomatoes,
,,,,,,Employee of the Month,11.0,52.0,Rotten Tomatoes,
,,,,,,Employee of the Month,20.0,53.0,Rotten Tomatoes,
,,,,,,Empties (Vratné lahve),100.0,82.0,Rotten Tomatoes,
En man som heter Ove,2015,"Comedy, Drama, Romance",77.0,70.0,IMDb,,,,,3358518.0
,,,,,,En soap,55.0,69.0,Rotten Tomatoes,
,,,,,,Enchanted,93.0,80.0,Rotten Tomatoes,
,,,,,,Enchanted April,84.0,83.0,Rotten Tomatoes,
,,,,,,Encino Man,15.0,56.0,Rotten Tomatoes,
,,,,,,Encounters at the End of the World,94.0,83.0,Rotten Tomatoes,
,,,,,,End Game,100.0,84.0,Rotten Tomatoes,
,,,,,,End of Days,11.0,32.0,Rotten Tomatoes,
,,,,,,End of Sentence,92.0,94.0,Rotten Tomatoes,
,,,,,,End of the Century: The Story of the Ramones,95.0,93.0,Rotten Tomatoes,
,,,,,,End of the Spear,41.0,82.0,Rotten Tomatoes,
End of Watch,2012,"Action, Crime, Drama",76.0,68.0,IMDb,End of Watch,85.0,86.0,Rotten Tomatoes,41003371.0
,,,,,,Ender's Game,62.0,65.0,Rotten Tomatoes,
,,,,,,Endgame,71.0,57.0,Rotten Tomatoes,
,,,,,,"Endings, Beginnings",44.0,59.0,Rotten Tomatoes,
,,,,,,Endless,13.0,11.0,Rotten Tomatoes,
,,,,,,Endless Love,28.0,52.0,Rotten Tomatoes,
,,,,,,Endless Love,16.0,58.0,Rotten Tomatoes,
,,,,,,Endless Poetry (Poesía Sin Fin),93.0,81.0,Rotten Tomatoes,
,,,,,,Endurance,50.0,50.0,Rotten Tomatoes,
,,,,,,Enduring Love,59.0,60.0,Rotten Tomatoes,
,,,,,,Enemies Closer,79.0,29.0,Rotten Tomatoes,
,,,,,,Enemies of Laughter,57.0,63.0,Rotten Tomatoes,
,,,,,,Enemies of the People,100.0,85.0,Rotten Tomatoes,
,,,,,,"Enemies, a Love Story",85.0,52.0,Rotten Tomatoes,
,,,,,,Enemy,70.0,63.0,Rotten Tomatoes,
Enemy at the Gates,2001,"Drama, History, War",76.0,53.0,IMDb,Enemy at the Gates,53.0,82.0,Rotten Tomatoes,51401758.0
,,,,,,Enemy Lines,20.0,48.0,Rotten Tomatoes,
,,,,,,Enemy Mine,63.0,68.0,Rotten Tomatoes,
,,,,,,Enemy of the State,72.0,78.0,Rotten Tomatoes,
,,,,,,Enemy Territory (Septembers Of Shiraz),31.0,44.0,Rotten Tomatoes,
,,,,,,England Is Mine,52.0,37.0,Rotten Tomatoes,
English Vinglish,2012,"Comedy, Drama, Family",78.0,79.0,IMDb,English Vinglish,80.0,83.0,Rotten Tomatoes,1670773.0
,,,,,,Enigma,72.0,55.0,Rotten Tomatoes,
,,,,,,Enough,22.0,67.0,Rotten Tomatoes,
,,,,,,Enough Said,95.0,75.0,Rotten Tomatoes,
,,,,,,Enron: The Smartest Guys in the Room,97.0,87.0,Rotten Tomatoes,
,,,,,,Entangled,20.0,63.0,Rotten Tomatoes,
,,,,,,Entanglement,64.0,52.0,Rotten Tomatoes,
,,,,,,Enter the Anime,0.0,63.0,Rotten Tomatoes,
,,,,,,Enter the Dangerous Mind,23.0,29.0,Rotten Tomatoes,
Enter the Dragon,1973,"Action, Crime, Drama",77.0,83.0,IMDb,Enter the Dragon,94.0,92.0,Rotten Tomatoes,25000000.0
,,,,,,Enter the Fat Dragon,64.0,90.0,Rotten Tomatoes,
,,,,,,Enter the Void (Soudain le vide),72.0,72.0,Rotten Tomatoes,
,,,,,,Enter The Warriors Gate (Warrior's Gate),50.0,43.0,Rotten Tomatoes,
,,,,,,Entertaining Angels: The Dorothy Day Story,50.0,69.0,Rotten Tomatoes,
,,,,,,Entertainment,83.0,46.0,Rotten Tomatoes,
,,,,,,Entourage,33.0,57.0,Rotten Tomatoes,
,,,,,,Entrapment,39.0,50.0,Rotten Tomatoes,
,,,,,,Entre nos (Between Us),88.0,84.0,Rotten Tomatoes,
,,,,,,Entre tinieblas (Dark Habits) (Dark Hideout),69.0,69.0,Rotten Tomatoes,
,,,,,,Entropy,40.0,75.0,Rotten Tomatoes,
,,,,,,Entwined,63.0,63.0,Rotten Tomatoes,
,,,,,,Envy,8.0,27.0,Rotten Tomatoes,
,,,,,,Epic,65.0,65.0,Rotten Tomatoes,
,,,,,,Epic Movie,2.0,29.0,Rotten Tomatoes,
,,,,,,Equal Means Equal,75.0,67.0,Rotten Tomatoes,
,,,,,,Equalizer 2,52.0,61.0,Rotten Tomatoes,
,,,,,,Equals,67.0,42.0,Rotten Tomatoes,
,,,,,,Equilibrium,41.0,81.0,Rotten Tomatoes,
,,,,,,Equinox,33.0,42.0,Rotten Tomatoes,
,,,,,,Equity,82.0,52.0,Rotten Tomatoes,
,,,,,,Eragon,16.0,47.0,Rotten Tomatoes,
,,,,,,Erased,28.0,36.0,Rotten Tomatoes,
,,,,,,Eraser,38.0,39.0,Rotten Tomatoes,
,,,,,,Eraserhead,90.0,83.0,Rotten Tomatoes,
,,,,,,Erik the Viking,47.0,58.0,Rotten Tomatoes,
,,,,,,Erin Brockovich,84.0,81.0,Rotten Tomatoes,
,,,,,,Ernest & Célestine,98.0,88.0,Rotten Tomatoes,
,,,,,,Ernest Goes to Jail,13.0,48.0,Rotten Tomatoes,
,,,,,,Ernest in the Army,17.0,32.0,Rotten Tomatoes,
,,,,,,Ernest Rides Again,14.0,43.0,Rotten Tomatoes,
,,,,,,Ernest Saves Christmas,36.0,42.0,Rotten Tomatoes,
,,,,,,Ernest Scared Stupid,17.0,50.0,Rotten Tomatoes,
,,,,,,Eros,34.0,45.0,Rotten Tomatoes,
,,,,,,Errementari: The Blacksmith and the Devil (El herrero y el diablo),78.0,71.0,Rotten Tomatoes,
,,,,,,Errors Of The Human Body,75.0,41.0,Rotten Tomatoes,
,,,,,,Escaflowne: The Movie,43.0,69.0,Rotten Tomatoes,
,,,,,,Escanaba in da Moonlight,50.0,79.0,Rotten Tomatoes,
,,,,,,Escape and Evasion,80.0,63.0,Rotten Tomatoes,
,,,,,,Escape Fire: The Fight to Rescue American Healthcare,78.0,92.0,Rotten Tomatoes,
Escape from Alcatraz,1979,"Action, Biography, Crime",76.0,76.0,IMDb,Escape From Alcatraz,96.0,85.0,Rotten Tomatoes,43000000.0
,,,,,,Escape from New York,86.0,77.0,Rotten Tomatoes,
,,,,,,Escape From Planet Earth,35.0,54.0,Rotten Tomatoes,
,,,,,,Escape from Pretoria,71.0,74.0,Rotten Tomatoes,
,,,,,,Escape from the Planet of the Apes,77.0,53.0,Rotten Tomatoes,
,,,,,,Escape From Tomorrow,57.0,25.0,Rotten Tomatoes,
,,,,,,Escape Plan,50.0,55.0,Rotten Tomatoes,
,,,,,,Escape Plan 2: Hades,8.0,15.0,Rotten Tomatoes,
,,,,,,Escape Plan: The Extractors,25.0,30.0,Rotten Tomatoes,
,,,,,,Escape Room,51.0,51.0,Rotten Tomatoes,
,,,,,,Escape to Witch Mountain,76.0,59.0,Rotten Tomatoes,
Eskiya,1996,"Crime, Drama, Thriller",82.0,79.0,IMDb,,,,,23530892.0
,,,,,,Essential Killing,77.0,46.0,Rotten Tomatoes,
,,,,,,Essex Boys,17.0,62.0,Rotten Tomatoes,
,,,,,,Esteros,100.0,76.0,Rotten Tomatoes,
,,,,,,Estranged,100.0,34.0,Rotten Tomatoes,
,,,,,,Eternal,21.0,39.0,Rotten Tomatoes,
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",83.0,89.0,IMDb,Eternal Sunshine of the Spotless Mind,93.0,94.0,Rotten Tomatoes,34400301.0
,,,,,,Ethan Frome,55.0,39.0,Rotten Tomatoes,
,,,,,,Ethan Mao,36.0,59.0,Rotten Tomatoes,
,,,,,,Etoiles: Dancers of the Paris Opera Ballet,62.0,79.0,Rotten Tomatoes,
,,,,,,Etz Limon (Lemon Tree),91.0,83.0,Rotten Tomatoes,
,,,,,,Eulogy,34.0,71.0,Rotten Tomatoes,
,,,,,,Eulogy for a Vampire,0.0,14.0,Rotten Tomatoes,
,,,,,,Euphoria,19.0,38.0,Rotten Tomatoes,
,,,,,,Eureka,33.0,50.0,Rotten Tomatoes,
,,,,,,Europa Report,81.0,57.0,Rotten Tomatoes,
,,,,,,Eurotrip,47.0,75.0,Rotten Tomatoes,
,,,,,,Eva,67.0,56.0,Rotten Tomatoes,
,,,,,,Eva Hesse,80.0,64.0,Rotten Tomatoes,
,,,,,,Evan Almighty,23.0,52.0,Rotten Tomatoes,
,,,,,,Eve of Destruction,20.0,14.0,Rotten Tomatoes,
,,,,,,Eve's Bayou,82.0,90.0,Rotten Tomatoes,
,,,,,,Evelyn,64.0,78.0,Rotten Tomatoes,
,,,,,,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),100.0,77.0,Rotten Tomatoes,
,,,,,,Even Money,24.0,29.0,Rotten Tomatoes,
,,,,,,Even the Rain (Meme La Pluie),87.0,85.0,Rotten Tomatoes,
,,,,,,Evening,27.0,48.0,Rotten Tomatoes,
,,,,,,Event Horizon,28.0,61.0,Rotten Tomatoes,
,,,,,,Ever After: A Cinderella Story,91.0,84.0,Rotten Tomatoes,
,,,,,,Ever Again,50.0,54.0,Rotten Tomatoes,
,,,,,,Everest,93.0,75.0,Rotten Tomatoes,
,,,,,,Everest,73.0,68.0,Rotten Tomatoes,
,,,,,,Evergreen,44.0,30.0,Rotten Tomatoes,
,,,,,,Evergreen: The Road to Legalization in Washington,83.0,47.0,Rotten Tomatoes,
,,,,,,Everlasting,100.0,82.0,Rotten Tomatoes,
,,,,,,Everly,30.0,29.0,Rotten Tomatoes,
,,,,,,Every Act of Life,91.0,100.0,Rotten Tomatoes,
,,,,,,Every Day,34.0,24.0,Rotten Tomatoes,
,,,,,,Every Day,63.0,55.0,Rotten Tomatoes,
,,,,,,Every Little Step,92.0,88.0,Rotten Tomatoes,
,,,,,,Every Man for Himself (Sauve qui peut (la vie)),100.0,65.0,Rotten Tomatoes,
,,,,,,Every Secret Thing,32.0,32.0,Rotten Tomatoes,
,,,,,,Every Thing Will Be Fine,28.0,23.0,Rotten Tomatoes,
,,,,,,Every Time I Die,100.0,55.0,Rotten Tomatoes,
,,,,,,Every Which Way But Loose,37.0,55.0,Rotten Tomatoes,
,,,,,,Everybody Knows (Todos lo saben),78.0,60.0,Rotten Tomatoes,
,,,,,,Everybody Knows... Elizabeth Murray,100.0,17.0,Rotten Tomatoes,
,,,,,,Everybody Loves Somebody,89.0,70.0,Rotten Tomatoes,
,,,,,,Everybody Wants Some!!,87.0,68.0,Rotten Tomatoes,
,,,,,,Everybody Wants to Be Italian,9.0,33.0,Rotten Tomatoes,
,,,,,,Everybody's All-American,42.0,46.0,Rotten Tomatoes,
,,,,,,Everybody's Famous!,55.0,64.0,Rotten Tomatoes,
,,,,,,Everybody's Fine,48.0,53.0,Rotten Tomatoes,
,,,,,,Everyday,74.0,42.0,Rotten Tomatoes,
,,,,,,Everyday People,67.0,40.0,Rotten Tomatoes,
,,,,,,Everyday Sunshine: The Story of Fishbone,100.0,85.0,Rotten Tomatoes,
,,,,,,Everyone Stares: The Police Inside Out,29.0,64.0,Rotten Tomatoes,
,,,,,,Everyone's Hero,42.0,44.0,Rotten Tomatoes,
,,,,,,Everything is Illuminated,67.0,89.0,Rotten Tomatoes,
,,,,,,Everything Must Go,73.0,53.0,Rotten Tomatoes,
,,,,,,Everything Strange and New,67.0,27.0,Rotten Tomatoes,
,,,,,,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,88.0,69.0,Rotten Tomatoes,
,,,,,,Everything's Cool,50.0,77.0,Rotten Tomatoes,
,,,,,,"Everything, Everything",45.0,61.0,Rotten Tomatoes,
,,,,,,Evidence,6.0,28.0,Rotten Tomatoes,
,,,,,,Evil (Ondskan),68.0,87.0,Rotten Tomatoes,
,,,,,,Evil Aliens,50.0,53.0,Rotten Tomatoes,
,,,,,,Evil Angels (A Cry in the Dark),93.0,74.0,Rotten Tomatoes,
,,,,,,Evil Dead,62.0,63.0,Rotten Tomatoes,
,,,,,,Evil Dead 2: Dead by Dawn,95.0,89.0,Rotten Tomatoes,
Evil Dead II,1987,"Action, Comedy, Fantasy",78.0,72.0,IMDb,,,,,5923044.0
,,,,,,Evil Little Things,50.0,0.0,Rotten Tomatoes,
,,,,,,Evil Under the Sun,90.0,72.0,Rotten Tomatoes,
,,,,,,Evilspeak,43.0,37.0,Rotten Tomatoes,
,,,,,,Evita,63.0,68.0,Rotten Tomatoes,
,,,,,,Evolution,43.0,48.0,Rotten Tomatoes,
,,,,,,Evolution,83.0,44.0,Rotten Tomatoes,
,,,,,,Ex Drummer,44.0,71.0,Rotten Tomatoes,
Ex Machina,2014,"Drama, Sci-Fi, Thriller",77.0,78.0,IMDb,Ex Machina,92.0,86.0,Rotten Tomatoes,25442958.0
,,,,,,Exam,63.0,56.0,Rotten Tomatoes,
,,,,,,Examined Life,77.0,73.0,Rotten Tomatoes,
,,,,,,Excalibur,80.0,80.0,Rotten Tomatoes,
,,,,,,Excellent Cadavers,63.0,47.0,Rotten Tomatoes,
,,,,,,Excess Baggage,32.0,41.0,Rotten Tomatoes,
,,,,,,Excision,84.0,61.0,Rotten Tomatoes,
,,,,,,Excuse Me for Living,14.0,15.0,Rotten Tomatoes,
,,,,,,Executive Action,67.0,61.0,Rotten Tomatoes,
,,,,,,Executive Suite,100.0,72.0,Rotten Tomatoes,
,,,,,,Exhibition,84.0,44.0,Rotten Tomatoes,
,,,,,,Existenz,74.0,69.0,Rotten Tomatoes,
,,,,,,Exists,33.0,29.0,Rotten Tomatoes,
,,,,,,Exit Plan (Selvmords turisten),38.0,33.0,Rotten Tomatoes,
,,,,,,Exit Through The Gift Shop,96.0,91.0,Rotten Tomatoes,
,,,,,,Exit Wounds,33.0,45.0,Rotten Tomatoes,
,,,,,,Exodus,63.0,69.0,Rotten Tomatoes,
,,,,,,Exodus: Gods and Kings,30.0,35.0,Rotten Tomatoes,
,,,,,,Exorcist II: The Heretic,15.0,13.0,Rotten Tomatoes,
,,,,,,Exorcist: The Beginning,10.0,27.0,Rotten Tomatoes,
,,,,,,Expelled: No Intelligence Allowed,11.0,68.0,Rotten Tomatoes,
,,,,,,Experiment in Terror,100.0,77.0,Rotten Tomatoes,
,,,,,,Experiment Perilous,100.0,36.0,Rotten Tomatoes,
,,,,,,Experimenter,85.0,61.0,Rotten Tomatoes,
,,,,,,Expired,59.0,45.0,Rotten Tomatoes,
,,,,,,Explicit Ills,52.0,39.0,Rotten Tomatoes,
,,,,,,Explorers,77.0,67.0,Rotten Tomatoes,
,,,,,,Exporting Raymond,72.0,67.0,Rotten Tomatoes,
,,,,,,Exposed,8.0,15.0,Rotten Tomatoes,
,,,,,,Exterminating Angels,49.0,32.0,Rotten Tomatoes,
,,,,,,Extinction,18.0,33.0,Rotten Tomatoes,
,,,,,,Extinction,33.0,47.0,Rotten Tomatoes,
,,,,,,Extract,62.0,38.0,Rotten Tomatoes,
,,,,,,Extraction,6.0,17.0,Rotten Tomatoes,
,,,,,,Extraction,66.0,69.0,Rotten Tomatoes,
,,,,,,Extracurricular,67.0,42.0,Rotten Tomatoes,
,,,,,,Extraordinary Measures,29.0,53.0,Rotten Tomatoes,
,,,,,,Extraordinary Tales,58.0,49.0,Rotten Tomatoes,
,,,,,,Extraterrestrial,69.0,39.0,Rotten Tomatoes,
,,,,,,Extraterrestrial,29.0,26.0,Rotten Tomatoes,
,,,,,,Extreme Measures,56.0,40.0,Rotten Tomatoes,
,,,,,,Extreme Ops,7.0,28.0,Rotten Tomatoes,
,,,,,,Extreme Prejudice,70.0,58.0,Rotten Tomatoes,
,,,,,,Extremely Loud & Incredibly Close,45.0,61.0,Rotten Tomatoes,
,,,,,,"Extremely Wicked, Shockingly Evil and Vile",54.0,57.0,Rotten Tomatoes,
,,,,,,Extremities,40.0,65.0,Rotten Tomatoes,
,,,,,,Extremity,100.0,44.0,Rotten Tomatoes,
,,,,,,Eye for an Eye,8.0,55.0,Rotten Tomatoes,
,,,,,,Eye for an Eye (Quien a hierro mata),88.0,61.0,Rotten Tomatoes,
,,,,,,Eye In The Sky,95.0,82.0,Rotten Tomatoes,
,,,,,,Eye of the Beholder,9.0,32.0,Rotten Tomatoes,
,,,,,,Eye of the Dolphin,29.0,58.0,Rotten Tomatoes,
,,,,,,Eye of the Needle,82.0,74.0,Rotten Tomatoes,
,,,,,,Eyes of Laura Mars,50.0,43.0,Rotten Tomatoes,
,,,,,,Eyes Wide Open (Einaym Pkuhot),86.0,77.0,Rotten Tomatoes,
,,,,,,Eyes Wide Shut,75.0,73.0,Rotten Tomatoes,
,,,,,,Eyes Without a Face,98.0,87.0,Rotten Tomatoes,
,,,,,,Eyewitness,75.0,38.0,Rotten Tomatoes,
,,,,,,F,77.0,23.0,Rotten Tomatoes,
,,,,,,F for Fake,88.0,89.0,Rotten Tomatoes,
,,,,,,F/X,88.0,53.0,Rotten Tomatoes,
,,,,,,F/X 2: The Deadly Art of Illusion,38.0,35.0,Rotten Tomatoes,
Fa yeung nin wah,2000,"Drama, Romance",81.0,85.0,IMDb,,,,,2734044.0
,,,,,,Face to Face,91.0,91.0,Rotten Tomatoes,
,,,,,,Face/Off,92.0,82.0,Rotten Tomatoes,
,,,,,,Faces,83.0,87.0,Rotten Tomatoes,
,,,,,,Faces in the Crowd,0.0,34.0,Rotten Tomatoes,
,,,,,,"Faces Places (Visages, villages)",99.0,89.0,Rotten Tomatoes,
,,,,,,Facing the Giants,16.0,85.0,Rotten Tomatoes,
,,,,,,Facing Windows,63.0,87.0,Rotten Tomatoes,
,,,,,,Factory Girl,20.0,60.0,Rotten Tomatoes,
,,,,,,Factotum,75.0,62.0,Rotten Tomatoes,
,,,,,,Fade to Black,29.0,34.0,Rotten Tomatoes,
,,,,,,Fading Gigolo,54.0,41.0,Rotten Tomatoes,
,,,,,,Fading Of The Cries,0.0,39.0,Rotten Tomatoes,
,,,,,,Fados,96.0,81.0,Rotten Tomatoes,
,,,,,,Fagara (Huajiao zhiwei),100.0,86.0,Rotten Tomatoes,
,,,,,,Fah talai jone (Tears of the Black Tiger),75.0,76.0,Rotten Tomatoes,
,,,,,,Fahrenheit 11/9,82.0,61.0,Rotten Tomatoes,
,,,,,,Fahrenheit 451,81.0,72.0,Rotten Tomatoes,
,,,,,,Fail Safe,100.0,79.0,Rotten Tomatoes,
,,,,,,Fail-Safe,93.0,91.0,Rotten Tomatoes,
,,,,,,Failure to Launch,23.0,52.0,Rotten Tomatoes,
,,,,,,Fair Game,12.0,14.0,Rotten Tomatoes,
,,,,,,Fair Game,79.0,65.0,Rotten Tomatoes,
,,,,,,Fairy Tale: A True Story,57.0,66.0,Rotten Tomatoes,
,,,,,,Faith Connections,40.0,82.0,Rotten Tomatoes,
,,,,,,Faith Of Our Fathers,9.0,56.0,Rotten Tomatoes,
,,,,,,Faithful,7.0,49.0,Rotten Tomatoes,
,,,,,,Fake It So Real,91.0,49.0,Rotten Tomatoes,
,,,,,,Falcon Rising,43.0,43.0,Rotten Tomatoes,
,,,,,,Fall,0.0,84.0,Rotten Tomatoes,
,,,,,,Fall Down Dead,0.0,5.0,Rotten Tomatoes,
,,,,,,Fall to Grace,56.0,20.0,Rotten Tomatoes,
,,,,,,Fallen,40.0,72.0,Rotten Tomatoes,
,,,,,,Fallen,7.0,66.0,Rotten Tomatoes,
,,,,,,Fallen (Falling),27.0,43.0,Rotten Tomatoes,
,,,,,,Falling Angels,63.0,66.0,Rotten Tomatoes,
Falling Down,1993,"Action, Crime, Drama",76.0,56.0,IMDb,Falling Down,73.0,84.0,Rotten Tomatoes,40903593.0
,,,,,,Falling from Grace,78.0,44.0,Rotten Tomatoes,
,,,,,,Falling in Love,58.0,63.0,Rotten Tomatoes,
,,,,,,Falling Inn Love,65.0,32.0,Rotten Tomatoes,
,,,,,,Falling Overnight,40.0,64.0,Rotten Tomatoes,
,,,,,,Fame,24.0,36.0,Rotten Tomatoes,
,,,,,,Fame,84.0,69.0,Rotten Tomatoes,
,,,,,,Fame-ish,86.0,63.0,Rotten Tomatoes,
,,,,,,Family Business,38.0,27.0,Rotten Tomatoes,
,,,,,,Family Plot,92.0,62.0,Rotten Tomatoes,
,,,,,,"Family Romance, LLC",75.0,70.0,Rotten Tomatoes,
,,,,,,Family Weekend,36.0,51.0,Rotten Tomatoes,
,,,,,,Famous Nathan,100.0,69.0,Rotten Tomatoes,
,,,,,,Fanaa,100.0,78.0,Rotten Tomatoes,
,,,,,,Fanboys,32.0,57.0,Rotten Tomatoes,
,,,,,,Fancy Pants,80.0,72.0,Rotten Tomatoes,
,,,,,,Fandango,50.0,78.0,Rotten Tomatoes,
,,,,,,Fando y Lis (Fando and Lis),70.0,75.0,Rotten Tomatoes,
,,,,,,Fanny & Alexander,100.0,94.0,Rotten Tomatoes,
Fanny och Alexander,1982,Drama,81.0,100.0,IMDb,,,,,4971340.0
,,,,,,"Fanny, Annie & Danny",67.0,83.0,Rotten Tomatoes,
Fantasia,1940,"Animation, Family, Fantasy",77.0,96.0,IMDb,,,,,76408097.0
